date,home_team,home_score,away_score,away_team,neutral,tournament_name,tournament_year
2015-01-10,Saudi Arabia,0,1,China PR,True,AFC Asian Cup,2015
2015-01-10,Uzbekistan,1,0,North Korea,True,AFC Asian Cup,2015
2015-01-11,Iran,2,0,Bahrain,True,AFC Asian Cup,2015
2015-01-11,United Arab Emirates,4,1,Qatar,True,AFC Asian Cup,2015
2015-01-12,Japan,4,0,Palestine,True,AFC Asian Cup,2015
2015-01-12,Jordan,0,1,Iraq,True,AFC Asian Cup,2015
2015-01-13,Australia,4,0,Oman,False,AFC Asian Cup,2015
2015-01-13,Kuwait,0,1,South Korea,True,AFC Asian Cup,2015
2015-01-14,China PR,2,1,Uzbekistan,True,AFC Asian Cup,2015
2015-01-14,North Korea,1,4,Saudi Arabia,True,AFC Asian Cup,2015
2015-01-15,Bahrain,1,2,United Arab Emirates,True,AFC Asian Cup,2015
2015-01-15,Qatar,0,1,Iran,True,AFC Asian Cup,2015
2015-01-16,Iraq,0,1,Japan,True,AFC Asian Cup,2015
2015-01-16,Palestine,1,5,Jordan,True,AFC Asian Cup,2015
2015-01-17,Australia,0,1,South Korea,False,AFC Asian Cup,2015
2015-01-17,Oman,1,0,Kuwait,True,AFC Asian Cup,2015
2015-01-18,China PR,2,1,North Korea,True,AFC Asian Cup,2015
2015-01-18,Uzbekistan,3,1,Saudi Arabia,True,AFC Asian Cup,2015
2015-01-19,Iran,1,0,United Arab Emirates,True,AFC Asian Cup,2015
2015-01-19,Qatar,1,2,Bahrain,True,AFC Asian Cup,2015
2015-01-20,Iraq,2,0,Palestine,True,AFC Asian Cup,2015
2015-01-20,Japan,2,0,Jordan,True,AFC Asian Cup,2015
2015-01-22,Australia,2,0,China PR,False,AFC Asian Cup,2015
2015-01-22,South Korea,2,0,Uzbekistan,True,AFC Asian Cup,2015
2015-01-23,Iran,3,3,Iraq,True,AFC Asian Cup,2015
2015-01-23,Japan,1,1,United Arab Emirates,True,AFC Asian Cup,2015
2015-01-26,South Korea,2,0,Iraq,True,AFC Asian Cup,2015
2015-01-27,Australia,2,0,United Arab Emirates,False,AFC Asian Cup,2015
2015-01-30,Iraq,2,3,United Arab Emirates,True,AFC Asian Cup,2015
2015-01-31,Australia,2,1,South Korea,False,AFC Asian Cup,2015
2019-01-05,United Arab Emirates,1,1,Bahrain,False,AFC Asian Cup,2019
2019-01-06,Thailand,1,4,India,True,AFC Asian Cup,2019
2019-01-06,Australia,0,1,Jordan,True,AFC Asian Cup,2019
2019-01-06,Syria,0,0,Palestine,True,AFC Asian Cup,2019
2019-01-07,China PR,2,1,Kyrgyzstan,True,AFC Asian Cup,2019
2019-01-07,South Korea,1,0,Philippines,True,AFC Asian Cup,2019
2019-01-07,Iran,5,0,Yemen,True,AFC Asian Cup,2019
2019-01-08,Iraq,3,2,Vietnam,True,AFC Asian Cup,2019
2019-01-08,Saudi Arabia,4,0,North Korea,True,AFC Asian Cup,2019
2019-01-09,Qatar,2,0,Lebanon,True,AFC Asian Cup,2019
2019-01-09,Japan,3,2,Turkmenistan,True,AFC Asian Cup,2019
2019-01-09,Uzbekistan,2,1,Oman,True,AFC Asian Cup,2019
2019-01-10,Bahrain,0,1,Thailand,True,AFC Asian Cup,2019
2019-01-10,Jordan,2,0,Syria,True,AFC Asian Cup,2019
2019-01-10,United Arab Emirates,2,0,India,False,AFC Asian Cup,2019
2019-01-11,Palestine,0,3,Australia,True,AFC Asian Cup,2019
2019-01-11,Philippines,0,3,China PR,True,AFC Asian Cup,2019
2019-01-11,Kyrgyzstan,0,1,South Korea,True,AFC Asian Cup,2019
2019-01-12,Vietnam,0,2,Iran,True,AFC Asian Cup,2019
2019-01-12,Yemen,0,3,Iraq,True,AFC Asian Cup,2019
2019-01-12,Lebanon,0,2,Saudi Arabia,True,AFC Asian Cup,2019
2019-01-13,North Korea,0,6,Qatar,True,AFC Asian Cup,2019
2019-01-13,Oman,0,1,Japan,True,AFC Asian Cup,2019
2019-01-13,Turkmenistan,0,4,Uzbekistan,True,AFC Asian Cup,2019
2019-01-14,India,0,1,Bahrain,True,AFC Asian Cup,2019
2019-01-14,United Arab Emirates,1,1,Thailand,False,AFC Asian Cup,2019
2019-01-15,Australia,3,2,Syria,True,AFC Asian Cup,2019
2019-01-15,Palestine,0,0,Jordan,True,AFC Asian Cup,2019
2019-01-16,South Korea,2,0,China PR,True,AFC Asian Cup,2019
2019-01-16,Kyrgyzstan,3,1,Philippines,True,AFC Asian Cup,2019
2019-01-16,Iran,0,0,Iraq,True,AFC Asian Cup,2019
2019-01-16,Vietnam,2,0,Yemen,True,AFC Asian Cup,2019
2019-01-17,Lebanon,4,1,North Korea,True,AFC Asian Cup,2019
2019-01-17,Saudi Arabia,0,2,Qatar,True,AFC Asian Cup,2019
2019-01-17,Japan,2,1,Uzbekistan,True,AFC Asian Cup,2019
2019-01-17,Oman,3,1,Turkmenistan,True,AFC Asian Cup,2019
2019-01-20,Iran,2,0,Oman,True,AFC Asian Cup,2019
2019-01-20,Jordan,1,1,Vietnam,True,AFC Asian Cup,2019
2019-01-20,Thailand,1,2,China PR,True,AFC Asian Cup,2019
2019-01-21,Australia,0,0,Uzbekistan,True,AFC Asian Cup,2019
2019-01-21,Japan,1,0,Saudi Arabia,True,AFC Asian Cup,2019
2019-01-21,United Arab Emirates,3,2,Kyrgyzstan,False,AFC Asian Cup,2019
2019-01-22,South Korea,2,1,Bahrain,True,AFC Asian Cup,2019
2019-01-22,Qatar,1,0,Iraq,True,AFC Asian Cup,2019
2019-01-24,China PR,0,3,Iran,True,AFC Asian Cup,2019
2019-01-24,Vietnam,0,1,Japan,True,AFC Asian Cup,2019
2019-01-25,South Korea,0,1,Qatar,True,AFC Asian Cup,2019
2019-01-25,United Arab Emirates,1,0,Australia,False,AFC Asian Cup,2019
2019-01-28,Iran,0,3,Japan,True,AFC Asian Cup,2019
2019-01-29,United Arab Emirates,0,4,Qatar,False,AFC Asian Cup,2019
2019-02-01,Japan,1,3,Qatar,True,AFC Asian Cup,2019
2024-01-12,Qatar,3,0,Lebanon,False,AFC Asian Cup,2024
2024-01-13,China PR,0,0,Tajikistan,True,AFC Asian Cup,2024
2024-01-13,Australia,2,0,India,True,AFC Asian Cup,2024
2024-01-13,Uzbekistan,0,0,Syria,True,AFC Asian Cup,2024
2024-01-14,United Arab Emirates,3,1,Hong Kong,True,AFC Asian Cup,2024
2024-01-14,Iran,4,1,Palestine,True,AFC Asian Cup,2024
2024-01-14,Japan,4,2,Vietnam,True,AFC Asian Cup,2024
2024-01-15,Indonesia,1,3,Iraq,True,AFC Asian Cup,2024
2024-01-15,South Korea,3,1,Bahrain,True,AFC Asian Cup,2024
2024-01-15,Malaysia,0,4,Jordan,True,AFC Asian Cup,2024
2024-01-16,Thailand,2,0,Kyrgyzstan,True,AFC Asian Cup,2024
2024-01-16,Saudi Arabia,2,1,Oman,True,AFC Asian Cup,2024
2024-01-17,Lebanon,0,0,China PR,True,AFC Asian Cup,2024
2024-01-17,Qatar,1,0,Tajikistan,False,AFC Asian Cup,2024
2024-01-18,Syria,0,1,Australia,True,AFC Asian Cup,2024
2024-01-18,India,0,3,Uzbekistan,True,AFC Asian Cup,2024
2024-01-18,Palestine,1,1,United Arab Emirates,True,AFC Asian Cup,2024
2024-01-19,Hong Kong,0,1,Iran,True,AFC Asian Cup,2024
2024-01-19,Iraq,2,1,Japan,True,AFC Asian Cup,2024
2024-01-19,Vietnam,0,1,Indonesia,True,AFC Asian Cup,2024
2024-01-20,Jordan,2,2,South Korea,True,AFC Asian Cup,2024
2024-01-20,Bahrain,1,0,Malaysia,True,AFC Asian Cup,2024
2024-01-21,Oman,0,0,Thailand,True,AFC Asian Cup,2024
2024-01-21,Kyrgyzstan,0,2,Saudi Arabia,True,AFC Asian Cup,2024
2024-01-22,Qatar,1,0,China PR,False,AFC Asian Cup,2024
2024-01-22,Tajikistan,2,1,Lebanon,True,AFC Asian Cup,2024
2024-01-23,Australia,1,1,Uzbekistan,True,AFC Asian Cup,2024
2024-01-23,Syria,1,0,India,True,AFC Asian Cup,2024
2024-01-23,Hong Kong,0,3,Palestine,True,AFC Asian Cup,2024
2024-01-23,Iran,2,1,United Arab Emirates,True,AFC Asian Cup,2024
2024-01-24,Iraq,3,2,Vietnam,True,AFC Asian Cup,2024
2024-01-24,Japan,3,1,Indonesia,True,AFC Asian Cup,2024
2024-01-25,Jordan,0,1,Bahrain,True,AFC Asian Cup,2024
2024-01-25,South Korea,3,3,Malaysia,True,AFC Asian Cup,2024
2024-01-25,Kyrgyzstan,1,1,Oman,True,AFC Asian Cup,2024
2024-01-25,Saudi Arabia,0,0,Thailand,True,AFC Asian Cup,2024
2024-01-28,Australia,4,0,Indonesia,True,AFC Asian Cup,2024
2024-01-28,Tajikistan,1,1,United Arab Emirates,True,AFC Asian Cup,2024
2024-01-29,Iraq,2,3,Jordan,True,AFC Asian Cup,2024
2024-01-29,Qatar,2,1,Palestine,False,AFC Asian Cup,2024
2024-01-30,Saudi Arabia,1,1,South Korea,True,AFC Asian Cup,2024
2024-01-30,Uzbekistan,2,1,Thailand,True,AFC Asian Cup,2024
2024-01-31,Bahrain,1,3,Japan,True,AFC Asian Cup,2024
2024-01-31,Iran,1,1,Syria,True,AFC Asian Cup,2024
2024-02-02,Australia,1,2,South Korea,True,AFC Asian Cup,2024
2024-02-02,Tajikistan,0,1,Jordan,True,AFC Asian Cup,2024
2024-02-03,Iran,2,1,Japan,True,AFC Asian Cup,2024
2024-02-03,Qatar,1,1,Uzbekistan,False,AFC Asian Cup,2024
2024-02-06,Jordan,2,0,South Korea,True,AFC Asian Cup,2024
2024-02-07,Qatar,3,2,Iran,False,AFC Asian Cup,2024
2024-02-10,Qatar,3,1,Jordan,False,AFC Asian Cup,2024
2008-04-02,Sri Lanka,5,1,Guam,True,AFC Challenge Cup qualification,2008
2008-04-04,Pakistan,1,7,Sri Lanka,True,AFC Challenge Cup qualification,2008
2008-04-04,Taiwan,4,1,Guam,False,AFC Challenge Cup qualification,2008
2008-04-06,Pakistan,9,2,Guam,True,AFC Challenge Cup qualification,2008
2008-04-06,Taiwan,2,2,Sri Lanka,False,AFC Challenge Cup qualification,2008
2008-05-05,Bangladesh,0,0,Afghanistan,True,AFC Challenge Cup qualification,2008
2008-05-07,Kyrgyzstan,0,1,Afghanistan,False,AFC Challenge Cup qualification,2008
2008-05-09,Kyrgyzstan,2,1,Bangladesh,False,AFC Challenge Cup qualification,2008
2008-05-13,Philippines,1,0,Brunei,False,AFC Challenge Cup qualification,2008
2008-05-13,Tajikistan,3,1,Bhutan,True,AFC Challenge Cup qualification,2008
2008-05-15,Bhutan,1,1,Brunei,True,AFC Challenge Cup qualification,2008
2008-05-15,Philippines,0,0,Tajikistan,False,AFC Challenge Cup qualification,2008
2008-05-17,Philippines,3,0,Bhutan,False,AFC Challenge Cup qualification,2008
2008-05-17,Tajikistan,4,0,Brunei,True,AFC Challenge Cup qualification,2008
2008-05-24,Nepal,3,2,Macau,True,AFC Challenge Cup qualification,2008
2008-05-26,Cambodia,0,1,Nepal,False,AFC Challenge Cup qualification,2008
2008-05-28,Cambodia,3,1,Macau,False,AFC Challenge Cup qualification,2008
2009-03-26,Nepal,0,0,Palestine,False,AFC Challenge Cup qualification,2009
2009-03-28,Nepal,1,1,Kyrgyzstan,False,AFC Challenge Cup qualification,2009
2009-03-30,Kyrgyzstan,1,1,Palestine,True,AFC Challenge Cup qualification,2009
2009-04-04,Pakistan,1,1,Taiwan,True,AFC Challenge Cup qualification,2009
2009-04-04,Sri Lanka,5,1,Brunei,False,AFC Challenge Cup qualification,2009
2009-04-06,Brunei,0,6,Pakistan,True,AFC Challenge Cup qualification,2009
2009-04-07,Macau,2,0,Mongolia,False,AFC Challenge Cup qualification,2009
2009-04-08,Sri Lanka,2,2,Pakistan,False,AFC Challenge Cup qualification,2009
2009-04-14,Maldives,1,3,Turkmenistan,False,AFC Challenge Cup qualification,2009
2009-04-14,Mongolia,3,1,Macau,False,AFC Challenge Cup qualification,2009
2009-04-14,Philippines,1,0,Bhutan,True,AFC Challenge Cup qualification,2009
2009-04-16,Bhutan,0,7,Turkmenistan,True,AFC Challenge Cup qualification,2009
2009-04-16,Maldives,3,2,Philippines,False,AFC Challenge Cup qualification,2009
2009-04-18,Maldives,5,0,Bhutan,False,AFC Challenge Cup qualification,2009
2009-04-18,Turkmenistan,5,0,Philippines,True,AFC Challenge Cup qualification,2009
2009-04-26,Bangladesh,1,0,Cambodia,False,AFC Challenge Cup qualification,2009
2009-04-26,Myanmar,4,0,Macau,True,AFC Challenge Cup qualification,2009
2009-04-28,Bangladesh,1,2,Myanmar,False,AFC Challenge Cup qualification,2009
2009-04-28,Macau,1,2,Cambodia,True,AFC Challenge Cup qualification,2009
2009-04-30,Bangladesh,3,0,Macau,False,AFC Challenge Cup qualification,2009
2009-04-30,Myanmar,1,0,Cambodia,True,AFC Challenge Cup qualification,2009
2011-02-09,Cambodia,3,1,Macau,False,AFC Challenge Cup qualification,2011
2011-02-09,Philippines,2,0,Mongolia,False,AFC Challenge Cup qualification,2011
2011-02-16,Laos,1,1,Taiwan,False,AFC Challenge Cup qualification,2011
2011-02-16,Macau,3,2,Cambodia,False,AFC Challenge Cup qualification,2011
2011-03-15,Mongolia,2,1,Philippines,False,AFC Challenge Cup qualification,2011
2011-03-21,Myanmar,1,1,Philippines,False,AFC Challenge Cup qualification,2011
2011-03-21,India,3,0,Taiwan,True,AFC Challenge Cup qualification,2011
2011-03-21,Maldives,4,0,Cambodia,False,AFC Challenge Cup qualification,2011
2011-03-21,Palestine,2,0,Bangladesh,True,AFC Challenge Cup qualification,2011
2011-03-21,Tajikistan,1,0,Kyrgyzstan,True,AFC Challenge Cup qualification,2011
2011-03-21,Turkmenistan,3,0,Pakistan,True,AFC Challenge Cup qualification,2011
2011-03-23,Bhutan,0,3,Afghanistan,True,AFC Challenge Cup qualification,2011
2011-03-23,Myanmar,0,2,Bangladesh,False,AFC Challenge Cup qualification,2011
2011-03-23,Cambodia,0,3,Tajikistan,True,AFC Challenge Cup qualification,2011
2011-03-23,Maldives,2,1,Kyrgyzstan,False,AFC Challenge Cup qualification,2011
2011-03-23,Pakistan,1,3,India,True,AFC Challenge Cup qualification,2011
2011-03-23,Philippines,0,0,Palestine,True,AFC Challenge Cup qualification,2011
2011-03-25,Afghanistan,2,0,Bhutan,True,AFC Challenge Cup qualification,2011
2011-03-25,Bangladesh,0,3,Philippines,True,AFC Challenge Cup qualification,2011
2011-03-25,Myanmar,1,3,Palestine,False,AFC Challenge Cup qualification,2011
2011-03-25,Cambodia,3,4,Kyrgyzstan,True,AFC Challenge Cup qualification,2011
2011-03-25,Maldives,0,0,Tajikistan,False,AFC Challenge Cup qualification,2011
2011-03-25,Turkmenistan,1,1,India,True,AFC Challenge Cup qualification,2011
2011-04-07,North Korea,4,0,Sri Lanka,True,AFC Challenge Cup qualification,2011
2011-04-07,Nepal,1,0,Afghanistan,False,AFC Challenge Cup qualification,2011
2011-04-09,Nepal,0,1,North Korea,False,AFC Challenge Cup qualification,2011
2011-04-09,Sri Lanka,0,1,Afghanistan,True,AFC Challenge Cup qualification,2011
2011-04-11,North Korea,2,0,Afghanistan,True,AFC Challenge Cup qualification,2011
2011-04-11,Nepal,0,0,Sri Lanka,False,AFC Challenge Cup qualification,2011
2013-03-02,Afghanistan,1,0,Sri Lanka,True,AFC Challenge Cup qualification,2013
2013-03-02,Myanmar,5,0,Guam,False,AFC Challenge Cup qualification,2013
2013-03-02,India,2,1,Taiwan,True,AFC Challenge Cup qualification,2013
2013-03-02,Laos,1,1,Mongolia,False,AFC Challenge Cup qualification,2013
2013-03-02,Nepal,6,0,Northern Mariana Islands,False,AFC Challenge Cup qualification,2013
2013-03-02,Palestine,1,0,Bangladesh,True,AFC Challenge Cup qualification,2013
2013-03-04,Guam,0,4,India,True,AFC Challenge Cup qualification,2013
2013-03-04,Laos,4,2,Sri Lanka,False,AFC Challenge Cup qualification,2013
2013-03-04,Mongolia,0,1,Afghanistan,True,AFC Challenge Cup qualification,2013
2013-03-04,Nepal,0,2,Bangladesh,False,AFC Challenge Cup qualification,2013
2013-03-04,Northern Mariana Islands,0,9,Palestine,True,AFC Challenge Cup qualification,2013
2013-03-06,Bangladesh,4,0,Northern Mariana Islands,True,AFC Challenge Cup qualification,2013
2013-03-06,Myanmar,1,0,India,False,AFC Challenge Cup qualification,2013
2013-03-06,Laos,1,1,Afghanistan,False,AFC Challenge Cup qualification,2013
2013-03-06,Nepal,0,0,Palestine,False,AFC Challenge Cup qualification,2013
2013-03-06,Sri Lanka,3,0,Mongolia,True,AFC Challenge Cup qualification,2013
2013-03-17,Kyrgyzstan,1,0,Macau,False,AFC Challenge Cup qualification,2013
2013-03-17,Tajikistan,1,0,Pakistan,True,AFC Challenge Cup qualification,2013
2013-03-19,Kyrgyzstan,1,0,Pakistan,False,AFC Challenge Cup qualification,2013
2013-03-19,Macau,0,3,Tajikistan,True,AFC Challenge Cup qualification,2013
2013-03-21,Kyrgyzstan,1,0,Tajikistan,False,AFC Challenge Cup qualification,2013
2013-03-21,Pakistan,2,0,Macau,True,AFC Challenge Cup qualification,2013
2013-03-22,Turkmenistan,7,0,Cambodia,True,AFC Challenge Cup qualification,2013
2013-03-24,Philippines,8,0,Cambodia,False,AFC Challenge Cup qualification,2013
2013-03-26,Philippines,1,0,Turkmenistan,False,AFC Challenge Cup qualification,2013
2006-04-01,Bangladesh,2,1,Cambodia,False,AFC Challenge Cup,2006
2006-04-01,Palestine,11,0,Guam,True,AFC Challenge Cup,2006
2006-04-02,Kyrgyzstan,0,1,Pakistan,True,AFC Challenge Cup,2006
2006-04-02,Nepal,2,0,Bhutan,True,AFC Challenge Cup,2006
2006-04-02,Sri Lanka,1,0,Brunei,True,AFC Challenge Cup,2006
2006-04-02,Tajikistan,4,0,Macau,True,AFC Challenge Cup,2006
2006-04-03,Afghanistan,2,2,Taiwan,True,AFC Challenge Cup,2006
2006-04-03,Bangladesh,3,0,Guam,False,AFC Challenge Cup,2006
2006-04-03,Cambodia,0,4,Palestine,True,AFC Challenge Cup,2006
2006-04-04,Bhutan,0,1,Sri Lanka,True,AFC Challenge Cup,2006
2006-04-04,Brunei,2,1,Nepal,True,AFC Challenge Cup,2006
2006-04-04,Pakistan,0,2,Tajikistan,True,AFC Challenge Cup,2006
2006-04-05,Bangladesh,1,1,Palestine,False,AFC Challenge Cup,2006
2006-04-05,Philippines,1,1,Afghanistan,True,AFC Challenge Cup,2006
2006-04-06,Bhutan,0,0,Brunei,True,AFC Challenge Cup,2006
2006-04-06,Cambodia,3,0,Guam,True,AFC Challenge Cup,2006
2006-04-06,Pakistan,2,2,Macau,True,AFC Challenge Cup,2006
2006-04-06,Sri Lanka,1,1,Nepal,True,AFC Challenge Cup,2006
2006-04-06,Tajikistan,0,1,Kyrgyzstan,True,AFC Challenge Cup,2006
2006-04-07,Macau,0,2,Kyrgyzstan,True,AFC Challenge Cup,2006
2006-04-08,Sri Lanka,3,0,Taiwan,True,AFC Challenge Cup,2006
2006-04-09,Palestine,0,1,Kyrgyzstan,True,AFC Challenge Cup,2006
2006-04-10,Bangladesh,1,6,Tajikistan,False,AFC Challenge Cup,2006
2006-04-12,Sri Lanka,1,1,Nepal,True,AFC Challenge Cup,2006
2006-04-13,Tajikistan,2,0,Kyrgyzstan,True,AFC Challenge Cup,2006
2006-04-16,Sri Lanka,0,4,Tajikistan,True,AFC Challenge Cup,2006
2008-07-30,India,1,0,Afghanistan,False,AFC Challenge Cup,2008
2008-07-30,Turkmenistan,0,0,Tajikistan,True,AFC Challenge Cup,2008
2008-07-31,Myanmar,3,0,Nepal,True,AFC Challenge Cup,2008
2008-07-31,North Korea,3,0,Sri Lanka,True,AFC Challenge Cup,2008
2008-08-01,Afghanistan,0,5,Turkmenistan,True,AFC Challenge Cup,2008
2008-08-01,India,1,1,Tajikistan,False,AFC Challenge Cup,2008
2008-08-02,Nepal,0,1,North Korea,True,AFC Challenge Cup,2008
2008-08-02,Sri Lanka,1,3,Myanmar,True,AFC Challenge Cup,2008
2008-08-03,Afghanistan,0,4,Tajikistan,True,AFC Challenge Cup,2008
2008-08-03,India,2,1,Turkmenistan,False,AFC Challenge Cup,2008
2008-08-04,North Korea,1,0,Myanmar,True,AFC Challenge Cup,2008
2008-08-04,Nepal,3,0,Sri Lanka,True,AFC Challenge Cup,2008
2008-08-07,India,1,0,Myanmar,False,AFC Challenge Cup,2008
2008-08-07,North Korea,0,1,Tajikistan,True,AFC Challenge Cup,2008
2008-08-13,Myanmar,0,4,North Korea,True,AFC Challenge Cup,2008
2008-08-13,India,4,1,Tajikistan,False,AFC Challenge Cup,2008
2010-02-16,Sri Lanka,0,4,Myanmar,False,AFC Challenge Cup,2010
2010-02-16,Tajikistan,1,2,Bangladesh,True,AFC Challenge Cup,2010
2010-02-17,North Korea,1,1,Turkmenistan,True,AFC Challenge Cup,2010
2010-02-18,Bangladesh,1,2,Myanmar,True,AFC Challenge Cup,2010
2010-02-18,Sri Lanka,1,3,Tajikistan,False,AFC Challenge Cup,2010
2010-02-19,Kyrgyzstan,0,4,North Korea,True,AFC Challenge Cup,2010
2010-02-20,Sri Lanka,3,0,Bangladesh,False,AFC Challenge Cup,2010
2010-02-20,Tajikistan,3,0,Myanmar,True,AFC Challenge Cup,2010
2010-02-21,Turkmenistan,1,0,Kyrgyzstan,True,AFC Challenge Cup,2010
2010-02-24,North Korea,5,0,Myanmar,True,AFC Challenge Cup,2010
2010-02-24,Tajikistan,0,2,Turkmenistan,True,AFC Challenge Cup,2010
2010-02-25,Turkmenistan,1,1,North Korea,True,AFC Challenge Cup,2010
2010-02-27,Tajikistan,1,0,Myanmar,True,AFC Challenge Cup,2010
2012-03-08,Nepal,0,2,Palestine,False,AFC Challenge Cup,2012
2012-03-08,Turkmenistan,3,1,Maldives,True,AFC Challenge Cup,2012
2012-03-09,India,0,2,Tajikistan,True,AFC Challenge Cup,2012
2012-03-09,North Korea,2,0,Philippines,True,AFC Challenge Cup,2012
2012-03-10,Nepal,0,1,Maldives,False,AFC Challenge Cup,2012
2012-03-10,Palestine,0,0,Turkmenistan,True,AFC Challenge Cup,2012
2012-03-11,Philippines,2,0,India,True,AFC Challenge Cup,2012
2012-03-11,Tajikistan,0,2,North Korea,True,AFC Challenge Cup,2012
2012-03-12,Maldives,0,2,Palestine,True,AFC Challenge Cup,2012
2012-03-12,Nepal,0,3,Turkmenistan,False,AFC Challenge Cup,2012
2012-03-13,North Korea,4,0,India,True,AFC Challenge Cup,2012
2012-03-13,Tajikistan,1,2,Philippines,True,AFC Challenge Cup,2012
2012-03-16,North Korea,2,0,Palestine,True,AFC Challenge Cup,2012
2012-03-16,Turkmenistan,2,1,Philippines,True,AFC Challenge Cup,2012
2012-03-19,Philippines,4,3,Palestine,True,AFC Challenge Cup,2012
2012-03-19,Turkmenistan,1,2,North Korea,True,AFC Challenge Cup,2012
2014-05-19,Maldives,2,3,Myanmar,False,AFC Challenge Cup,2014
2014-05-19,Palestine,1,0,Kyrgyzstan,True,AFC Challenge Cup,2014
2014-05-20,Philippines,0,0,Afghanistan,True,AFC Challenge Cup,2014
2014-05-20,Turkmenistan,5,1,Laos,True,AFC Challenge Cup,2014
2014-05-21,Myanmar,0,2,Palestine,True,AFC Challenge Cup,2014
2014-05-21,Maldives,2,0,Kyrgyzstan,False,AFC Challenge Cup,2014
2014-05-22,Afghanistan,3,1,Turkmenistan,True,AFC Challenge Cup,2014
2014-05-22,Laos,0,2,Philippines,True,AFC Challenge Cup,2014
2014-05-23,Kyrgyzstan,1,0,Myanmar,True,AFC Challenge Cup,2014
2014-05-23,Maldives,0,0,Palestine,False,AFC Challenge Cup,2014
2014-05-24,Afghanistan,0,0,Laos,True,AFC Challenge Cup,2014
2014-05-24,Turkmenistan,0,2,Philippines,True,AFC Challenge Cup,2014
2014-05-27,Maldives,2,3,Philippines,False,AFC Challenge Cup,2014
2014-05-27,Palestine,2,0,Afghanistan,True,AFC Challenge Cup,2014
2014-05-29,Maldives,1,1,Afghanistan,False,AFC Challenge Cup,2014
2014-05-30,Palestine,1,0,Philippines,True,AFC Challenge Cup,2014
2016-11-02,Brunei,4,0,Timor-Leste,True,AFC Challenge Cup,2016
2016-11-03,Macau,2,1,Mongolia,True,AFC Challenge Cup,2016
2016-11-03,Sri Lanka,1,2,Laos,True,AFC Challenge Cup,2016
2016-11-05,Timor-Leste,0,0,Nepal,True,AFC Challenge Cup,2016
2016-11-06,Laos,1,4,Macau,True,AFC Challenge Cup,2016
2016-11-06,Mongolia,2,0,Sri Lanka,True,AFC Challenge Cup,2016
2016-11-08,Nepal,3,0,Brunei,True,AFC Challenge Cup,2016
2016-11-09,Mongolia,0,3,Laos,True,AFC Challenge Cup,2016
2016-11-09,Sri Lanka,1,1,Macau,True,AFC Challenge Cup,2016
2016-11-12,Macau,1,1,Brunei,True,AFC Challenge Cup,2016
2016-11-12,Nepal,2,2,Laos,True,AFC Challenge Cup,2016
2016-11-14,Laos,3,2,Brunei,True,AFC Challenge Cup,2016
2016-11-15,Nepal,1,0,Macau,True,AFC Challenge Cup,2016
1998-03-14,Myanmar,4,1,Brunei,False,AFF Championship qualification,1998
1998-03-16,Laos,2,1,Brunei,True,AFF Championship qualification,1998
1998-03-18,Myanmar,3,0,Laos,False,AFF Championship qualification,1998
1998-03-24,Singapore,1,0,Philippines,False,AFF Championship qualification,1998
1998-03-26,Cambodia,1,1,Philippines,True,AFF Championship qualification,1998
1998-03-28,Singapore,3,0,Cambodia,False,AFF Championship qualification,1998
2006-11-12,Philippines,1,2,Laos,False,AFF Championship qualification,2006
2006-11-12,Timor-Leste,2,3,Brunei,True,AFF Championship qualification,2006
2006-11-14,Cambodia,2,2,Laos,True,AFF Championship qualification,2006
2006-11-14,Philippines,7,0,Timor-Leste,False,AFF Championship qualification,2006
2006-11-16,Laos,3,2,Timor-Leste,True,AFF Championship qualification,2006
2006-11-16,Brunei,1,1,Cambodia,True,AFF Championship qualification,2006
2006-11-18,Philippines,1,0,Cambodia,False,AFF Championship qualification,2006
2006-11-18,Brunei,1,4,Laos,True,AFF Championship qualification,2006
2006-11-20,Cambodia,4,1,Timor-Leste,True,AFF Championship qualification,2006
2006-11-20,Philippines,4,1,Brunei,True,AFF Championship qualification,2006
2008-10-17,Cambodia,3,2,Laos,False,AFF Championship qualification,2008
2008-10-17,Philippines,1,0,Timor-Leste,True,AFF Championship qualification,2008
2008-10-19,Brunei,1,1,Philippines,True,AFF Championship qualification,2008
2008-10-19,Cambodia,2,2,Timor-Leste,False,AFF Championship qualification,2008
2008-10-21,Timor-Leste,1,4,Brunei,True,AFF Championship qualification,2008
2008-10-21,Philippines,1,2,Laos,True,AFF Championship qualification,2008
2008-10-23,Cambodia,2,3,Philippines,False,AFF Championship qualification,2008
2008-10-23,Laos,3,2,Brunei,True,AFF Championship qualification,2008
2008-10-25,Cambodia,2,1,Brunei,False,AFF Championship qualification,2008
